username,region,age,gender,haircolor,complexion,undertone,eyecolor,rating,review_time,quality_rating,value_rating,title,content,recieved_sample_points,puchase_again,recommend
Steevee1,"Atlanta, Ga",,,,,,,4 out of 5 stars.,a month ago  ,0,0,Beautiful lipstick,"I really love these L'Oréal Rouge Signature Lasting Matte liquid lipsticks. The applicator is a good size and makes it easy to apply. The color glides on easily and pigmented. They wear well, without being too drying. These are some of the most comfortable liquid lipsticks I've tried. The colors are absolutely beautiful as well. They are slightly less vibrant than they look in the tube, which I like. These are not completely transfer proof, but last well if you aren't eating or something. Overall, I really like these and would love to try more shades.",Yes,,Yes
Mollzim10,Anoka mn,,,,,,,5 out of 5 stars.,a month ago  ,0,0,Happy lips,I tried L'Oréal rouge signature lasting matte liquid lipstick for the first time. It makes my lips look and feel so pretty. I love how it doesn't clump and stays on for hours. I will be purchasing this again in this shade and others. Love the product.,Yes,,Yes
Pooks1,"Chicago, IL",,,,,,,5 out of 5 stars.,a month ago  ,0,0,Long lasting color,"These liquid lipsticks are long lasting color, I didn't need to reapply during the day and even after accidentally falling asleep without removing it I still had color on my lips the next morning! I love the shape of the applicator it makes it very easy to apply the lipstick. My lips didn't dry out when wearing it.",Yes,,Yes
Tbone1,Magna UT,,,,,,,4 out of 5 stars.,a month ago  ,0,0,Nice light coverage matte lip color,The colors I got all look really intense in the tube so I was nervous they would be very bright. However when I put it on it was much more sheer than I expected. What I really like is how light it feels on my lips vs other matte lip colors I use. I wish it was a little more long lasting but it wears so light it's fine to reapply after lunch.,Yes,,Yes
Klmayers619,"Lakeside, ca",,,,,,,5 out of 5 stars.,a month ago  ,0,0,Long stay,It was smooth to apply. And kept a long lasting color,Yes,,Yes
Jag7185,"Gulfport, ms",,,,,,,5 out of 5 stars.,a month ago  ,0,0,Amazing lip color,"• How does the L'Oreal Paris Rouge Signature, Lasting Matte Liquid Lipstick compare to other products you've tried? Long lasting, doesn't feel sticky or glossy. Great for all makeup lovers
• Would you buy the L'Oreal Paris Rouge Signature, Lasting Matte Liquid Lipstick? Yes
• Were you aware of the L'Oreal Paris Rouge Signature, Lasting Matte Liquid Lipstick before participating in this program? No
• Would you recommend the L'Oreal Paris Rouge Signature, Lasting Matte Liquid Lipstick to others? Absolutely",Yes,,Yes
Rsalem,Chicago Illinois,,,,,,,5 out of 5 stars.,a month ago  ,0,0,Love this lipstick!,"L'Oreal Paris Rouge Signature, Lasting Matte Liquid Lipstick stays on and lasts. I love the colors it's comes in. I would definitely buy this product again and recommend it to friends and family. I wasn't aware of this product before participating in this program. Glad I was able to try it out. I love it!!",Yes,,Yes
,Washington,,,,,,,3 out of 5 stars.,a month ago  ,0,0,Great applicator!,"So...I don't particularly enjoy this formula. It's quite watery, takes a minimum or 3 coats for non streaky color, and is quite drying. Having said this, I absolutely LOVE the applicator and the color does last all day. The applicator, though! The spade shape lays the color down on your lips quickly, and the pointed tip really allows you to easily line and get the corners without any mishaps. The color selection is nice as well. I just can't give this a higher rating because I have tons of other matte liquid lipsticks that'll get the job done with a single coat, and aren't nearly as life sucking dry on my lips. The price point is very fair, though, so I would definitely say check it out and give it a try.",Yes,,Yes
steph10,NC,,,,,,,5 out of 5 stars.,a month ago  ,0,0,Very Beautiful!,"I wasn't aware of L'Oreal Paris Rouge Signature, Lasting Matte Liquid Lipstick, however I am lucky that I was able to try. The colors are vibrant and beautiful. The colors don't compare to other liquid lipstick and the final look and texture doesn't either. I will definitely be buying and trying more of the colors. I am honestly impressed how long it last and it truly makes me feel beautiful. That's what matters most to me. Please note, I was able to try in exchange for my honest opinion. That being said, I am glad I did. I love how beautiful the colors are and how they make me feel beautiful. I definitely recommend to any one. Be beautiful, be bold.",Yes,,Yes
altairarcturus1,Minnesota,,,,,,,5 out of 5 stars.,a month ago  ,0,0,Long lasting color,"This is a great product and I had no idea it existed. I tend to shy away from most lip colors because they wear off or dry out my lips, but this product doesn't. The applicator lets me apply the product with precision (a necessity when using a bold color) and, once dry, the product stays on for hours and doesn't dry out my lips. I also seems to wear pretty evenly so you don't end up with color around the edges and none left in the middle. I would definitely recommend!",Yes,,Yes
Becky P1,"Plant city, Fl",,,,,,,5 out of 5 stars.,a month ago  ,0,0,Really nice lip color!,"I really liked this liquid lipstick. When you first apply, it is wet and feels like water. When it dries, it's super light feeling like you can't tell you're wearing anything and the colors are pretty! It goes on semi sheer but it is buildable and comfortable to wear.
This is not going to stay on after eating or drinking so you WILL need to reapply. I like this factor depending on what I'm doing. I really liked these!",Yes,,Yes
Tbird1,"Jesup, GA",,,,,,,5 out of 5 stars.,a month ago  ,0,0,Lasts all day!!,"I love this lipstick. Especially the style tube it comes in. It's the lip gloss style tube. I put it on when I wear a simple look and also when I do a full face. Very beautiful colors and it truly does last all day. Love the look of the lipstick on my lips also. Doesn't have a thick, sticky feel to it and I love that.",Yes,,Yes
Brittany4,Tx,,,,,,,5 out of 5 stars.,a month ago  ,0,0,Stays put!,"I've been pretty impressed with these liquid lipsticks. The comors aren't ones I would normally choose but I actually like them! They go on perfectly smooth and the applicator helps with accurate placement. They stayed put when I wore them to the lake and had many compliments on them. When I want them to come off I just use a makeup remover wipe and it comes right off, with minimal staining.",Yes,,Yes
Reviewers_Paradise1,NC,,,,,,,5 out of 5 stars.,a month ago  ,0,0,Fast Drying,"I absolutely love the lipsticks. They are super fast drying and very pigmented. They last a long time and don't transfer, after it's dried down. The color is very pigmented and lasts a long time! I swatched them on my arm, with two coats, and it took a lot to scrub them off. I highly recommend these!",Yes,,Yes
pederpanner,Minnesota,,,,,,,5 out of 5 stars.,a month ago  ,0,0,"Thin, long-lasting, and comfortable","I am so happy with this product. Of the three shades I tried, two out of the three are opaque with one layer. The orange shade was more sheer and less intense than it appears in the tube which could be a good thing for some or a negative for others. I love how thin and lightweight the formula is. I do not experience any tackiness or stickiness on the lips. It takes a bit of time to dry down completely, but it is worth it because it doesn't even feel like I have a matte liquid lipstick on my lips.",Yes,,Yes
Mrh222,Portland or,,,,,,,4 out of 5 stars.,a month ago  ,0,0,Pretty colors,"These are really fun. They have a bold, vibrant color and an easy applicator. The wand is unique and allows for you to easily apply it evenly. The color doesn't last all day but it does last a decent amount of time before needing to reapply. Very pretty!",Yes,,Yes
Ibrahim,Dhaka,18 to 24,Male,Dark Brown,Medium,Neutral Undertone,Dark Brown,5 out of 5 stars.,2 months ago  ,5,5,It’s a verry good product,"It’s so amazing, and verry helpfull
Product. me and may family there also
use the product",Yes,Yes,Yes
Jesmin,"Gazipur, dk",18 to 24,Female,Black,Medium,Neutral Undertone,Dark Brown,5 out of 5 stars.,2 months ago  ,5,5,Its a very good item,I've to use the product regular in my daily life. Its an excellent product for ever.,Yes,Yes,Yes
Mary40,Texas,45 to 54,Female,Darkest Brown,Medium,Neutral Undertone,Dark Brown,3 out of 5 stars.,2 months ago  ,5,5,,Loreal says: Long-lasting wear with less texture and more color,No,No,No
lay beans,chester pa,17 or under,Female,Bleach Blonde,Light,Neutral Undertone,Dark Brown,5 out of 5 stars.,3 months ago  ,5,5,Great features,I brought this a month ago and I'm happy I did happy,Yes,Yes,Yes
Selena1980,Florida,45 to 54,Female,Dark Brown,Light,Warm Undertone,Hazel,4 out of 5 stars.,3 months ago  ,5,5,,"I bought the color I Dare and I love it. It's like a light stain version of Clinique's Black Honey or Nar's Fast Ride. The packing and light scent definetly makes it feel more like a high end product. Channel & Charlotte Tilsbury both have elegant scents and I liken LOreal the same. I ""dot"" it on & use my index finger to pat the color on.",No,Yes,Yes
